pair,arm,entry_time,exit_time,entry_price,exit_price,pnl_pct,bars_held,exit_reason,entry_regime,entry_ret_30d
btc,F7,2026-04-20 00:00:00+00:00,2026-05-05 00:00:00+00:00,75864.86,80907.72,0.06547161808510549,15,macd_death,bull,0.6772994952947533
btc,F7,2026-06-14 00:00:00+00:00,2026-06-24 00:00:00+00:00,65706.62,60983.13,-0.07288758149483265,10,sl_atr_trail,bear,-0.16888618315725912
btc,F7,2026-07-02 00:00:00+00:00,2026-07-27 00:00:00+00:00,61484.02,63694.43,0.03495096742210413,25,macd_death,bear,-0.07762463367305084
btc,F8,2025-09-17 00:00:00+00:00,2025-10-06 00:00:00+00:00,49840.92,50827.9,0.01880260396477429,19,macd_death,bear,-0.15787407002898046
btc,F9,2025-09-17 00:00:00+00:00,2025-10-01 00:00:00+00:00,49840.92,54735.41,0.09720224024757174,14,tp_2r,bear,-0.15787407002898046
eth,BH,2025-07-19 00:00:00+00:00,2026-07-30 00:00:00+00:00,2071.92,1920.82,-0.0739275261593112,376,eod_flatten,bear,-0.10923473774720549
eth,F0,2025-09-17 00:00:00+00:00,2025-10-01 00:00:00+00:00,1805.26,1982.54,0.09720192105292302,14,tp_2r,bear,-0.15787656854970367
eth,F0,2026-06-14 00:00:00+00:00,2026-06-24 00:00:00+00:00,1724.73,1619.72,-0.06188489212804327,10,sl_atr_trail,bear,-0.22414304993252365
eth,F0,2026-06-29 00:00:00+00:00,2026-07-20 00:00:00+00:00,1610.62,1903.52,0.18085543455315356,21,tp_2r,bear,-0.20249754899533567
eth,F1,2025-09-17 00:00:00+00:00,2025-10-01 00:00:00+00:00,1805.26,1982.54,0.09720192105292302,14,tp_2r,bear,-0.15787656854970367
eth,F1,2026-06-14 00:00:00+00:00,2026-06-24 00:00:00+00:00,1724.73,1619.72,-0.06188489212804327,10,sl_atr_trail,bear,-0.22414304993252365
eth,F1,2026-06-29 00:00:00+00:00,2026-07-20 00:00:00+00:00,1610.62,1903.52,0.18085543455315356,21,tp_2r,bear,-0.20249754899533567
eth,F2,2025-09-17 00:00:00+00:00,2025-10-01 00:00:00+00:00,1805.26,1982.54,0.09720192105292302,14,tp_2r,bear,-0.15787656854970367
eth,F2,2026-06-14 00:00:00+00:00,2026-06-24 00:00:00+00:00,1724.73,1619.72,-0.06188489212804327,10,sl_atr_trail,bear,-0.22414304993252365
eth,F2,2026-06-29 00:00:00+00:00,2026-07-20 00:00:00+00:00,1610.62,1903.52,0.18085543455315356,21,tp_2r,bear,-0.20249754899533567
eth,F4,2025-09-17 00:00:00+00:00,2025-10-01 00:00:00+00:00,1805.26,1982.54,0.09720192105292302,14,tp_2r,bear,-0.15787656854970367
eth,F4,2026-03-10 00:00:00+00:00,2026-04-01 00:00:00+00:00,1567.87,1660.51,0.058086531408854225,22,macd_death,bear,-0.10322362927119444
eth,F4,2026-06-14 00:00:00+00:00,2026-06-24 00:00:00+00:00,1724.73,1619.72,-0.06188489212804327,10,sl_atr_trail,bear,-0.22414304993252365
eth,F4,2026-06-29 00:00:00+00:00,2026-07-20 00:00:00+00:00,1610.62,1903.52,0.18085543455315356,21,tp_2r,bear,-0.20249754899533567
eth,F5,2025-09-17 00:00:00+00:00,2025-09-21 00:00:00+00:00,1805.26,1965.2,0.08759665643729997,4,tp_2r,bear,-0.15787656854970367
eth,F5,2026-06-14 00:00:00+00:00,2026-06-23 00:00:00+00:00,1724.73,1665.04,-0.035608315504455756,9,sl_atr_trail,bear,-0.22414304993252365
eth,F5,2026-06-29 00:00:00+00:00,2026-07-14 00:00:00+00:00,1610.62,1890.63,0.172852305323416,15,tp_2r,bear,-0.20249754899533567
eth,F6,2025-09-17 00:00:00+00:00,2025-10-06 00:00:00+00:00,1805.26,1841.01,0.018803241638323587,19,sl_atr_trail,bear,-0.15787656854970367
eth,F6,2026-06-14 00:00:00+00:00,2026-06-26 00:00:00+00:00,1724.73,1576.27,-0.0870772410754147,12,macd_death,bear,-0.22414304993252365
eth,F6,2026-06-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,1610.62,1908.48,0.1839349939774747,30,macd_death,bear,-0.20249754899533567
eth,F7,2025-07-24 00:00:00+00:00,2025-08-07 00:00:00+00:00,2100.21,2074.93,-0.013036891548940388,14,sl_atr_trail,bear,-0.07123367635287814
eth,F7,2025-08-08 00:00:00+00:00,2025-08-15 00:00:00+00:00,2161.49,2134.83,-0.01333408435847483,7,sl_atr_trail,bull,0.0562711963798781
eth,F7,2025-09-17 00:00:00+00:00,2025-10-01 00:00:00+00:00,1805.26,1982.54,0.09720192105292302,14,tp_2r,bear,-0.15787656854970367
eth,F7,2025-10-18 00:00:00+00:00,2025-10-23 00:00:00+00:00,1878.94,1744.78,-0.07240196067995786,5,sl_atr_trail,flat,0.02450381679389313
eth,F7,2025-11-06 00:00:00+00:00,2025-11-10 00:00:00+00:00,1717.86,1632.91,-0.05045106120405607,4,sl_atr_trail,bear,-0.06303485816202425
eth,F7,2026-01-12 00:00:00+00:00,2026-01-24 00:00:00+00:00,1699.5,1702.29,0.000641659311562238,12,sl_atr_trail,bear,-0.05924097159178976
eth,F7,2026-02-01 00:00:00+00:00,2026-02-16 00:00:00+00:00,1709.18,1726.77,0.009291484805579286,15,macd_death,flat,0.026337280522662487
eth,F7,2026-03-10 00:00:00+00:00,2026-04-01 00:00:00+00:00,1567.87,1660.51,0.058086531408854225,22,macd_death,bear,-0.10322362927119444
eth,F7,2026-04-20 00:00:00+00:00,2026-05-05 00:00:00+00:00,2314.79,2360.5,0.018746931687107726,15,macd_death,bull,0.4129564293823935
eth,F7,2026-06-14 00:00:00+00:00,2026-06-24 00:00:00+00:00,1724.73,1619.72,-0.06188489212804327,10,sl_atr_trail,bear,-0.22414304993252365
eth,F7,2026-06-29 00:00:00+00:00,2026-07-20 00:00:00+00:00,1610.62,1903.52,0.18085543455315356,21,tp_2r,bear,-0.20249754899533567
eth,F8,2025-09-17 00:00:00+00:00,2025-10-06 00:00:00+00:00,1805.26,1841.01,0.018803241638323587,19,macd_death,bear,-0.15787656854970367
eth,F8,2026-06-14 00:00:00+00:00,2026-06-26 00:00:00+00:00,1724.73,1576.27,-0.0870772410754147,12,macd_death,bear,-0.22414304993252365
eth,F8,2026-06-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,1610.62,1908.48,0.1839349939774747,30,macd_death,bear,-0.20249754899533567
eth,F9,2025-09-17 00:00:00+00:00,2025-10-01 00:00:00+00:00,1805.26,1982.54,0.09720192105292302,14,tp_2r,bear,-0.15787656854970367
eth,F9,2026-06-14 00:00:00+00:00,2026-06-24 00:00:00+00:00,1724.73,1619.72,-0.06188489212804327,10,sl_atr_trail,bear,-0.22414304993252365
eth,F9,2026-06-29 00:00:00+00:00,2026-07-20 00:00:00+00:00,1610.62,1903.52,0.18085543455315356,21,tp_2r,bear,-0.20249754899533567
sol,BH,2025-07-19 00:00:00+00:00,2026-07-30 00:00:00+00:00,126.12,74.53,-0.41005486837932126,376,eod_flatten,bear,-0.10919621415454162
sol,F0,2025-09-17 00:00:00+00:00,2025-10-01 00:00:00+00:00,109.89,120.68,0.09718909818909827,14,tp_2r,bear,-0.15786650318032036
sol,F0,2026-05-03 00:00:00+00:00,2026-05-10 00:00:00+00:00,83.91,96.44,0.1483266595161482,7,tp_2r,bear,-0.16365992225655335
sol,F1,2025-09-17 00:00:00+00:00,2025-10-01 00:00:00+00:00,109.89,120.68,0.09718909818909827,14,tp_2r,bear,-0.15786650318032036
sol,F1,2026-05-03 00:00:00+00:00,2026-05-10 00:00:00+00:00,83.91,96.44,0.1483266595161482,7,tp_2r,bear,-0.16365992225655335
sol,F2,2025-09-17 00:00:00+00:00,2025-10-01 00:00:00+00:00,109.89,120.68,0.09718909818909827,14,tp_2r,bear,-0.15786650318032036
sol,F2,2026-05-03 00:00:00+00:00,2026-05-10 00:00:00+00:00,83.91,96.44,0.1483266595161482,7,tp_2r,bear,-0.16365992225655335
sol,F3,2026-05-03 00:00:00+00:00,2026-05-10 00:00:00+00:00,83.91,96.44,0.1483266595161482,7,tp_2r,bear,-0.16365992225655335
sol,F4,2025-09-17 00:00:00+00:00,2025-10-01 00:00:00+00:00,109.89,120.68,0.09718909818909827,14,tp_2r,bear,-0.15786650318032036
sol,F4,2026-03-10 00:00:00+00:00,2026-04-01 00:00:00+00:00,95.44,101.07,0.05798994132439217,22,macd_death,bear,-0.10317609471903777
sol,F4,2026-05-03 00:00:00+00:00,2026-05-10 00:00:00+00:00,83.91,96.44,0.1483266595161482,7,tp_2r,bear,-0.16365992225655335
sol,F4,2026-06-14 00:00:00+00:00,2026-07-12 00:00:00+00:00,71.24,76.88,0.07816900617630551,28,macd_death,bear,-0.2012557461598834
sol,F5,2025-09-17 00:00:00+00:00,2025-09-21 00:00:00+00:00,109.89,119.62,0.08754308854308868,4,tp_2r,bear,-0.15786650318032036
sol,F5,2026-05-03 00:00:00+00:00,2026-05-09 00:00:00+00:00,83.91,93.11,0.10864128232630199,6,tp_2r,bear,-0.16365992225655335
sol,F6,2025-09-17 00:00:00+00:00,2025-10-06 00:00:00+00:00,109.89,112.06,0.018747019747019755,19,sl_atr_trail,bear,-0.15786650318032036
sol,F6,2026-05-03 00:00:00+00:00,2026-05-16 00:00:00+00:00,83.91,86.51,0.029985579787867978,13,sl_atr_trail,bear,-0.16365992225655335
sol,F7,2025-07-24 00:00:00+00:00,2025-08-07 00:00:00+00:00,127.84,126.3,-0.013046307884856168,14,sl_atr_trail,bear,-0.07120023249055496
sol,F7,2025-08-08 00:00:00+00:00,2025-08-15 00:00:00+00:00,131.57,129.95,-0.013312837272934641,7,sl_atr_trail,bull,0.056278098908156604
sol,F7,2025-09-17 00:00:00+00:00,2025-10-01 00:00:00+00:00,109.89,120.68,0.09718909818909827,14,tp_2r,bear,-0.15786650318032036
sol,F7,2025-10-18 00:00:00+00:00,2025-10-23 00:00:00+00:00,114.37,106.2,-0.07243481682259334,5,sl_atr_trail,flat,0.024545373107587753
sol,F7,2025-11-06 00:00:00+00:00,2025-11-10 00:00:00+00:00,104.57,99.39,-0.05053619584967006,4,sl_atr_trail,bear,-0.0629928315412186
sol,F7,2026-01-12 00:00:00+00:00,2026-01-24 00:00:00+00:00,103.45,103.62,0.0006433059449010301,12,sl_atr_trail,bear,-0.05920334667151683
sol,F7,2026-02-01 00:00:00+00:00,2026-02-16 00:00:00+00:00,104.04,105.11,0.009284505959246458,15,macd_death,flat,0.026339153595738463
sol,F7,2026-03-10 00:00:00+00:00,2026-04-01 00:00:00+00:00,95.44,101.07,0.05798994132439217,22,macd_death,bear,-0.10317609471903777
sol,F7,2026-05-03 00:00:00+00:00,2026-05-10 00:00:00+00:00,83.91,96.44,0.1483266595161482,7,tp_2r,bear,-0.16365992225655335
sol,F7,2026-06-14 00:00:00+00:00,2026-07-12 00:00:00+00:00,71.24,76.88,0.07816900617630551,28,macd_death,bear,-0.2012557461598834
sol,F8,2025-09-17 00:00:00+00:00,2025-10-06 00:00:00+00:00,109.89,112.06,0.018747019747019755,19,macd_death,bear,-0.15786650318032036
sol,F8,2026-05-03 00:00:00+00:00,2026-05-17 00:00:00+00:00,83.91,85.19,0.01425443928018122,14,macd_death,bear,-0.16365992225655335
sol,F9,2025-09-17 00:00:00+00:00,2025-10-01 00:00:00+00:00,109.89,120.68,0.09718909818909827,14,tp_2r,bear,-0.15786650318032036
sol,F9,2026-05-03 00:00:00+00:00,2026-05-10 00:00:00+00:00,83.91,96.44,0.1483266595161482,7,tp_2r,bear,-0.16365992225655335
link,BH,2025-07-19 00:00:00+00:00,2026-07-30 00:00:00+00:00,18.401,8.459,-0.5412967230041846,376,eod_flatten,bull,0.4075575613860629
link,F0,2025-11-25 00:00:00+00:00,2025-12-17 00:00:00+00:00,13.077,12.262,-0.06332316280492467,22,sl_atr_trail,bear,-0.2951164294954721
link,F0,2026-02-14 00:00:00+00:00,2026-03-21 00:00:00+00:00,9.086,8.829,-0.029285274047985865,35,sl_atr_trail,bear,-0.3411167512690355
link,F0,2026-07-01 00:00:00+00:00,2026-07-21 00:00:00+00:00,7.352,8.652,0.17582263329706194,20,tp_2r,bear,-0.18735492428429312
link,F1,2025-11-25 00:00:00+00:00,2025-12-16 00:00:00+00:00,13.077,12.928,-0.012394050623231512,21,macd_death,bear,-0.2951164294954721
link,F1,2026-02-14 00:00:00+00:00,2026-03-21 00:00:00+00:00,9.086,8.829,-0.029285274047985865,35,sl_atr_trail,bear,-0.3411167512690355
link,F1,2026-07-01 00:00:00+00:00,2026-07-21 00:00:00+00:00,7.352,8.652,0.17582263329706194,20,tp_2r,bear,-0.18735492428429312
link,F2,2025-11-25 00:00:00+00:00,2025-12-16 00:00:00+00:00,13.077,12.928,-0.012394050623231512,21,macd_death,bear,-0.2951164294954721
link,F2,2026-02-14 00:00:00+00:00,2026-03-21 00:00:00+00:00,9.086,8.829,-0.029285274047985865,35,sl_atr_trail,bear,-0.3411167512690355
link,F2,2026-07-01 00:00:00+00:00,2026-07-21 00:00:00+00:00,7.352,8.652,0.17582263329706194,20,tp_2r,bear,-0.18735492428429312
link,F4,2025-10-24 00:00:00+00:00,2025-11-03 00:00:00+00:00,17.893,15.243,-0.149102609959202,10,sl_atr_trail,bear,-0.17219523479065457
link,F4,2025-11-25 00:00:00+00:00,2025-12-16 00:00:00+00:00,13.077,12.928,-0.012394050623231512,21,macd_death,bear,-0.2951164294954721
link,F4,2025-12-28 00:00:00+00:00,2026-01-19 00:00:00+00:00,12.483,12.876,0.030482816630617582,22,sl_atr_trail,flat,-0.04891428571428569
link,F4,2026-02-14 00:00:00+00:00,2026-03-21 00:00:00+00:00,9.086,8.829,-0.029285274047985865,35,sl_atr_trail,bear,-0.3411167512690355
link,F4,2026-06-14 00:00:00+00:00,2026-06-24 00:00:00+00:00,8.18,7.416,-0.09439853300733492,10,sl_atr_trail,bear,-0.1872826626924987
link,F4,2026-07-01 00:00:00+00:00,2026-07-21 00:00:00+00:00,7.352,8.652,0.17582263329706194,20,tp_2r,bear,-0.18735492428429312
link,F5,2025-11-25 00:00:00+00:00,2025-12-15 00:00:00+00:00,13.077,12.858,-0.017746960311998072,20,sl_atr_trail,bear,-0.2951164294954721
link,F5,2026-02-14 00:00:00+00:00,2026-02-24 00:00:00+00:00,9.086,8.198,-0.0987327756988774,10,sl_atr_trail,bear,-0.3411167512690355
link,F5,2026-07-01 00:00:00+00:00,2026-07-15 00:00:00+00:00,7.352,8.534,0.159772578890098,14,tp_2r,bear,-0.18735492428429312
link,F6,2025-11-25 00:00:00+00:00,2025-12-16 00:00:00+00:00,13.077,12.928,-0.012394050623231512,21,macd_death,bear,-0.2951164294954721
link,F6,2026-02-14 00:00:00+00:00,2026-03-22 00:00:00+00:00,9.086,8.689,-0.04469359454105215,36,macd_death,bear,-0.3411167512690355
link,F6,2026-07-01 00:00:00+00:00,2026-07-29 00:00:00+00:00,7.352,8.326,0.13148095756256806,28,macd_death,bear,-0.18735492428429312
link,F7,2025-08-08 00:00:00+00:00,2025-08-25 00:00:00+00:00,19.894,23.393,0.17488217553031082,17,macd_death,bull,0.39577632779064054
link,F7,2025-09-12 00:00:00+00:00,2025-09-15 00:00:00+00:00,25.147,23.567,-0.06383055632878665,3,macd_death,flat,0.04849066044029349
link,F7,2025-10-02 00:00:00+00:00,2025-10-10 00:00:00+00:00,22.791,17.372,-0.23876929489710852,8,sl_atr_trail,flat,-0.029550777091760683
link,F7,2025-10-24 00:00:00+00:00,2025-11-03 00:00:00+00:00,17.893,15.243,-0.149102609959202,10,sl_atr_trail,bear,-0.17219523479065457
link,F7,2025-11-10 00:00:00+00:00,2025-11-14 00:00:00+00:00,16.36,13.799,-0.1575403422982885,4,macd_death,flat,-0.04966598896311358
link,F7,2025-11-25 00:00:00+00:00,2025-12-16 00:00:00+00:00,13.077,12.928,-0.012394050623231512,21,macd_death,bear,-0.2951164294954721
link,F7,2025-12-28 00:00:00+00:00,2026-01-19 00:00:00+00:00,12.483,12.876,0.030482816630617582,22,sl_atr_trail,flat,-0.04891428571428569
link,F7,2026-02-14 00:00:00+00:00,2026-03-21 00:00:00+00:00,9.086,8.829,-0.029285274047985865,35,sl_atr_trail,bear,-0.3411167512690355
link,F7,2026-03-25 00:00:00+00:00,2026-03-26 00:00:00+00:00,9.375,8.911,-0.05049333333333339,1,macd_death,bull,0.13238313806015212
link,F7,2026-04-06 00:00:00+00:00,2026-04-28 00:00:00+00:00,8.8,9.238,0.04877272727272708,22,macd_death,flat,0.011726833754886146
link,F7,2026-05-05 00:00:00+00:00,2026-05-16 00:00:00+00:00,9.764,9.713,-0.006223269151986898,11,sl_atr_trail,bull,0.10702947845804989
link,F7,2026-06-14 00:00:00+00:00,2026-06-24 00:00:00+00:00,8.18,7.416,-0.09439853300733492,10,sl_atr_trail,bear,-0.1872826626924987
link,F7,2026-07-01 00:00:00+00:00,2026-07-21 00:00:00+00:00,7.352,8.652,0.17582263329706194,20,tp_2r,bear,-0.18735492428429312
link,F8,2025-11-25 00:00:00+00:00,2025-12-16 00:00:00+00:00,13.077,12.928,-0.012394050623231512,21,macd_death,bear,-0.2951164294954721
link,F8,2026-02-14 00:00:00+00:00,2026-03-22 00:00:00+00:00,9.086,8.689,-0.04469359454105215,36,macd_death,bear,-0.3411167512690355
link,F8,2026-07-01 00:00:00+00:00,2026-07-29 00:00:00+00:00,7.352,8.326,0.13148095756256806,28,macd_death,bear,-0.18735492428429312
link,F9,2025-11-25 00:00:00+00:00,2025-12-16 00:00:00+00:00,13.077,12.928,-0.012394050623231512,21,macd_death,bear,-0.2951164294954721
link,F9,2026-02-14 00:00:00+00:00,2026-03-21 00:00:00+00:00,9.086,8.829,-0.029285274047985865,35,sl_atr_trail,bear,-0.3411167512690355
link,F9,2026-07-01 00:00:00+00:00,2026-07-21 00:00:00+00:00,7.352,8.652,0.17582263329706194,20,tp_2r,bear,-0.18735492428429312
