pair,arm,entry_time,exit_time,entry_price,exit_price,pnl,pnl_pct,bars_held,exit_reason,entry_regime
btc,E7,2025-09-08 00:00:00+00:00,2025-09-10 00:00:00+00:00,51211.9,48532.51,-512.3610169530294,-0.053319675700374325,2,sl_fixed,bear
btc,E7,2025-09-10 00:00:00+00:00,2025-09-20 00:00:00+00:00,48532.51,53344.08,848.1855960592089,0.09814117361743702,10,tp_bb_mid,bear
btc,E7,2025-10-23 00:00:00+00:00,2025-10-28 00:00:00+00:00,48171.15,45510.04,-507.0483638777877,-0.056242816499087134,5,sl_fixed,bear
btc,E7,2025-10-28 00:00:00+00:00,2025-11-12 00:00:00+00:00,45510.04,46198.67,114.2290332216496,0.014131386392980505,15,tp_bb_mid,bear
btc,E7,2026-01-03 00:00:00+00:00,2026-01-11 00:00:00+00:00,45111.19,47552.67,413.6876562213986,0.05312138318674353,8,tp_bb_mid,bear
btc,E7,2026-02-20 00:00:00+00:00,2026-03-06 00:00:00+00:00,44302.49,41774.19,-452.4051733382837,-0.058069027045658084,14,sl_fixed,bear
btc,E7,2026-04-09 00:00:00+00:00,2026-04-20 00:00:00+00:00,42964.73,75864.86,5331.754228806305,0.7647473932688508,11,tp_bb_mid,flat
btc,E7,2026-06-02 00:00:00+00:00,2026-06-05 00:00:00+00:00,66658.35,61032.0,-997.8313722169477,-0.08540577962100782,3,sl_fixed,bear
btc,E7,2026-06-05 00:00:00+00:00,2026-06-20 00:00:00+00:00,61032.0,64222.99,520.646610644171,0.05128388386420235,15,tp_bb_mid,bear
btc,E7,2026-06-25 00:00:00+00:00,2026-07-03 00:00:00+00:00,59703.65,62520.22,468.1651572093072,0.046175842682985135,8,tp_bb_mid,bear
btc,E8,2025-09-17 00:00:00+00:00,2025-10-06 00:00:00+00:00,49840.92,50827.9,178.53542529652307,0.01880260396477429,19,sl_atr_trail,bear
btc,E8,2026-03-10 00:00:00+00:00,2026-04-07 00:00:00+00:00,43286.72,45077.41,370.97973800196036,0.04036811474743296,28,sl_atr_trail,bear
btc,E8,2026-06-14 00:00:00+00:00,2026-06-24 00:00:00+00:00,65706.62,60983.13,-662.0011452375477,-0.07288758149483265,10,sl_atr_trail,bear
btc,E8,2026-07-02 00:00:00+00:00,2026-07-30 00:00:00+00:00,61484.02,64755.97,417.7349418300331,0.05221626660065504,28,eod_flatten,bear
eth,BH,2025-05-20 00:00:00+00:00,2026-07-30 00:00:00+00:00,2179.46,1920.82,-1136.311736652658,-0.11967159755168721,436,eod_flatten,bear
eth,A6,2025-09-09 00:00:00+00:00,2025-12-02 00:00:00+00:00,1764.15,1773.54,41.04489539579839,0.004322676643142454,84,indicator_oppose,bear
eth,A6,2026-06-02 00:00:00+00:00,2026-07-30 00:00:00+00:00,1857.32,1920.82,300.67399047259147,0.03318904658324906,58,eod_flatten,bear
eth,E0,2025-09-17 00:00:00+00:00,2025-09-21 00:00:00+00:00,1805.26,1965.2,831.7521520362725,0.08759665643729997,4,indicator_oppose,bear
eth,E0,2026-06-29 00:00:00+00:00,2026-07-04 00:00:00+00:00,1610.62,1779.34,1017.8185043435643,0.10375469074021193,5,indicator_oppose,bear
eth,E1,2025-05-22 00:00:00+00:00,2025-05-28 00:00:00+00:00,2287.47,2242.96,-194.2555211729545,-0.020458178686496353,6,sl_atr_trail,flat
eth,E1,2025-06-16 00:00:00+00:00,2025-06-23 00:00:00+00:00,2316.58,2222.3,-368.44797625769104,-0.04169792539001449,7,sl_atr_trail,flat
eth,E1,2025-07-11 00:00:00+00:00,2025-07-18 00:00:00+00:00,2076.99,2090.57,44.55366193655203,0.005538307839710544,7,sl_atr_trail,flat
eth,E1,2025-07-24 00:00:00+00:00,2025-08-07 00:00:00+00:00,2100.21,2074.93,-100.184348130462,-0.013036891548940388,14,sl_atr_trail,bear
eth,E1,2025-08-08 00:00:00+00:00,2025-08-15 00:00:00+00:00,2161.49,2134.83,-96.07689351287094,-0.01333408435847483,7,sl_atr_trail,bull
eth,E1,2025-09-17 00:00:00+00:00,2025-10-06 00:00:00+00:00,1805.26,1841.01,126.99532970392738,0.018803241638323587,19,sl_atr_trail,bear
eth,E1,2025-10-18 00:00:00+00:00,2025-10-23 00:00:00+00:00,1878.94,1744.78,-473.2721406997945,-0.07240196067995786,5,sl_atr_trail,flat
eth,E1,2025-11-06 00:00:00+00:00,2025-11-10 00:00:00+00:00,1717.86,1632.91,-290.6349798900997,-0.05045106120405607,4,sl_atr_trail,bear
eth,E1,2026-01-12 00:00:00+00:00,2026-01-24 00:00:00+00:00,1699.5,1702.29,3.3346154817399145,0.000641659311562238,12,sl_atr_trail,bear
eth,E1,2026-02-01 00:00:00+00:00,2026-02-16 00:00:00+00:00,1709.18,1726.77,45.90161472325108,0.009291484805579286,15,indicator_oppose,flat
eth,E1,2026-03-10 00:00:00+00:00,2026-04-01 00:00:00+00:00,1567.87,1660.51,275.14028374853433,0.058086531408854225,22,indicator_oppose,bear
eth,E1,2026-04-20 00:00:00+00:00,2026-05-05 00:00:00+00:00,2314.79,2360.5,89.25438898123271,0.018746931687107726,15,indicator_oppose,bull
eth,E1,2026-06-14 00:00:00+00:00,2026-06-24 00:00:00+00:00,1724.73,1619.72,-285.1449155861544,-0.06188489212804327,10,sl_atr_trail,bear
eth,E1,2026-06-29 00:00:00+00:00,2026-07-29 00:00:00+00:00,1610.62,1908.48,755.3589610146129,0.1839349939774747,30,indicator_oppose,bear
eth,E2,2025-07-11 00:00:00+00:00,2025-07-18 00:00:00+00:00,2076.99,2090.57,52.587617515011544,0.005538307839710544,7,sl_atr_trail,flat
eth,E2,2025-07-21 00:00:00+00:00,2025-08-07 00:00:00+00:00,2028.17,2074.93,200.0498479045617,0.022055266570356502,17,sl_atr_trail,bear
eth,E2,2025-09-17 00:00:00+00:00,2025-10-01 00:00:00+00:00,1805.26,1982.54,856.0301480117648,0.09720192105292302,14,tp_2r,bear
eth,E2,2025-10-18 00:00:00+00:00,2025-10-23 00:00:00+00:00,1878.94,1744.78,-664.5626671138031,-0.07240196067995786,5,sl_atr_trail,flat
eth,E2,2025-11-06 00:00:00+00:00,2025-11-10 00:00:00+00:00,1717.86,1632.91,-408.1059094387869,-0.05045106120405607,4,sl_atr_trail,bear
eth,E2,2025-11-11 00:00:00+00:00,2025-12-11 00:00:00+00:00,1653.99,1840.83,817.036683969286,0.11196319808463173,30,tp_2r,bear
eth,E2,2026-01-14 00:00:00+00:00,2026-01-24 00:00:00+00:00,1693.28,1702.29,33.30611092540422,0.0043210337333460256,10,sl_atr_trail,bear
eth,E2,2026-06-14 00:00:00+00:00,2026-06-24 00:00:00+00:00,1724.73,1619.72,-455.1084267609119,-0.06188489212804327,10,sl_atr_trail,bear
eth,E2,2026-06-29 00:00:00+00:00,2026-07-20 00:00:00+00:00,1610.62,1903.52,1185.4133983382894,0.18085543455315356,21,tp_2r,bear
eth,E3,2025-09-17 00:00:00+00:00,2025-10-01 00:00:00+00:00,1805.26,1982.54,922.9565408777673,0.09720192105292302,14,tp_2r,bear
eth,E3,2026-06-14 00:00:00+00:00,2026-06-24 00:00:00+00:00,1724.73,1619.72,-612.4384423706674,-0.06188489212804327,10,sl_atr_trail,bear
eth,E3,2026-06-29 00:00:00+00:00,2026-07-20 00:00:00+00:00,1610.62,1903.52,1595.2082900565954,0.18085543455315356,21,tp_2r,bear
eth,E4,2025-09-17 00:00:00+00:00,2025-10-26 00:00:00+00:00,1805.26,1672.16,-709.5704607729629,-0.07472899194575844,39,sl_fixed,bear
eth,E4,2026-06-14 00:00:00+00:00,2026-06-24 00:00:00+00:00,1724.73,1619.72,-516.5570761722515,-0.06188489212804327,10,sl_fixed,bear
eth,E4,2026-06-29 00:00:00+00:00,2026-07-12 00:00:00+00:00,1610.62,1805.51,892.7588056929418,0.12000309197700265,13,tp_fixed,bear
eth,E5,2025-09-17 00:00:00+00:00,2025-10-06 00:00:00+00:00,1805.26,1841.01,178.54148016629205,0.018803241638323587,19,sl_chandelier,bear
eth,E5,2026-06-14 00:00:00+00:00,2026-07-30 00:00:00+00:00,1724.73,1920.82,1035.6417322688474,0.11269315776962185,46,eod_flatten,bear
eth,E7,2025-06-29 00:00:00+00:00,2025-07-14 00:00:00+00:00,2023.61,2157.84,620.3432107211881,0.0653319513147298,15,tp_bb_mid,bear
eth,E7,2025-09-08 00:00:00+00:00,2025-09-10 00:00:00+00:00,1854.92,1757.87,-512.3665165166359,-0.05332031570094675,2,sl_fixed,bear
eth,E7,2025-09-10 00:00:00+00:00,2025-09-20 00:00:00+00:00,1757.87,1932.15,848.1972463119199,0.09814271248727169,10,tp_bb_mid,bear
eth,E7,2025-10-23 00:00:00+00:00,2025-10-28 00:00:00+00:00,1744.78,1648.39,-507.0658552685402,-0.05624478730842852,5,sl_fixed,bear
eth,E7,2025-10-28 00:00:00+00:00,2025-11-12 00:00:00+00:00,1648.39,1673.34,114.26587384717877,0.014135981169504652,15,tp_bb_mid,bear
eth,E7,2026-01-03 00:00:00+00:00,2026-01-11 00:00:00+00:00,1633.95,1722.38,413.68065230936963,0.053120383120658476,8,tp_bb_mid,bear
eth,E7,2026-02-20 00:00:00+00:00,2026-03-06 00:00:00+00:00,1604.66,1513.08,-452.42315330790603,-0.05807127989729921,14,sl_fixed,bear
eth,E7,2026-04-09 00:00:00+00:00,2026-04-20 00:00:00+00:00,1556.2,2314.79,3391.5744093484873,0.4864630510217195,11,tp_bb_mid,flat
eth,E7,2026-06-02 00:00:00+00:00,2026-06-05 00:00:00+00:00,1857.32,1582.85,-1464.2794545087488,-0.14877744276699767,3,sl_fixed,bear
eth,E7,2026-06-05 00:00:00+00:00,2026-06-15 00:00:00+00:00,1582.85,1795.01,1059.0112886570196,0.13303670594181394,10,tp_bb_mid,bear
eth,E8,2025-09-17 00:00:00+00:00,2025-10-06 00:00:00+00:00,1805.26,1841.01,178.54148016629205,0.018803241638323587,19,sl_atr_trail,bear
eth,E8,2026-03-10 00:00:00+00:00,2026-04-07 00:00:00+00:00,1567.87,1632.73,370.98098945250615,0.04036822568197629,28,sl_atr_trail,bear
eth,E8,2026-06-14 00:00:00+00:00,2026-06-24 00:00:00+00:00,1724.73,1619.72,-562.0696777493295,-0.06188489212804327,10,sl_atr_trail,bear
eth,E8,2026-06-29 00:00:00+00:00,2026-07-15 00:00:00+00:00,1610.62,1916.76,1530.5575310997237,0.18907587140355886,16,indicator_oppose,bear
sol,BH,2025-05-20 00:00:00+00:00,2026-07-30 00:00:00+00:00,132.66,74.53,-4170.198419757274,-0.4391878486356098,436,eod_flatten,bear
sol,A6,2025-09-09 00:00:00+00:00,2025-12-02 00:00:00+00:00,107.38,107.95,40.90792098156142,0.004308251070962999,84,indicator_oppose,bear
sol,A6,2026-04-20 00:00:00+00:00,2026-05-08 00:00:00+00:00,85.31,92.02,703.4941193921238,0.07765431954049917,18,indicator_oppose,bear
sol,A6,2026-06-02 00:00:00+00:00,2026-07-01 00:00:00+00:00,74.12,77.38,398.6211567257934,0.04298273070696157,29,indicator_oppose,bear
sol,E0,2025-09-17 00:00:00+00:00,2025-09-21 00:00:00+00:00,109.89,119.62,831.2435114887628,0.08754308854308868,4,indicator_oppose,bear
sol,E0,2026-05-03 00:00:00+00:00,2026-05-08 00:00:00+00:00,83.91,92.02,938.2780031217983,0.0956511738767728,5,indicator_oppose,bear
sol,E1,2025-05-22 00:00:00+00:00,2025-05-28 00:00:00+00:00,139.24,136.53,-194.29938315139364,-0.02046279804653839,6,sl_atr_trail,flat
sol,E1,2025-06-16 00:00:00+00:00,2025-06-23 00:00:00+00:00,141.01,135.27,-368.5205297873295,-0.041706332884192454,7,sl_atr_trail,flat
sol,E1,2025-07-11 00:00:00+00:00,2025-07-18 00:00:00+00:00,126.43,127.25,44.130680355638845,0.005485802420311604,7,sl_atr_trail,flat
sol,E1,2025-07-24 00:00:00+00:00,2025-08-07 00:00:00+00:00,127.84,126.3,-100.25012893321339,-0.013046307884856168,14,sl_atr_trail,bear
sol,E1,2025-08-08 00:00:00+00:00,2025-08-15 00:00:00+00:00,131.57,129.95,-95.9165900679161,-0.013312837272934641,7,sl_atr_trail,bull
sol,E1,2025-09-17 00:00:00+00:00,2025-10-06 00:00:00+00:00,109.89,112.06,126.60881832854865,0.018747019747019755,19,sl_atr_trail,bear
sol,E1,2025-10-18 00:00:00+00:00,2025-10-23 00:00:00+00:00,114.37,106.2,-473.4354038972907,-0.07243481682259334,5,sl_atr_trail,flat
sol,E1,2025-11-06 00:00:00+00:00,2025-11-10 00:00:00+00:00,104.57,99.39,-291.0834477700094,-0.05053619584967006,4,sl_atr_trail,bear
sol,E1,2026-01-12 00:00:00+00:00,2026-01-24 00:00:00+00:00,103.45,103.62,3.3423914596773874,0.0006433059449010301,12,sl_atr_trail,bear
sol,E1,2026-02-01 00:00:00+00:00,2026-02-16 00:00:00+00:00,104.04,105.11,45.85649350520413,0.009284505959246458,15,indicator_oppose,flat
sol,E1,2026-03-10 00:00:00+00:00,2026-04-01 00:00:00+00:00,95.44,101.07,274.6171194434904,0.05798994132439217,22,indicator_oppose,bear
sol,E1,2026-05-03 00:00:00+00:00,2026-05-15 00:00:00+00:00,83.91,89.19,294.7263182934086,0.061924562030747254,12,sl_atr_trail,bear
sol,E1,2026-06-14 00:00:00+00:00,2026-07-12 00:00:00+00:00,71.24,76.88,375.3031510582484,0.07816900617630551,28,indicator_oppose,bear
sol,E2,2025-07-11 00:00:00+00:00,2025-07-18 00:00:00+00:00,126.43,127.25,52.08906543146376,0.005485802420311604,7,sl_atr_trail,flat
sol,E2,2025-07-21 00:00:00+00:00,2025-08-07 00:00:00+00:00,123.45,126.3,200.3206086181603,0.022086269744835962,17,sl_atr_trail,bear
sol,E2,2025-09-17 00:00:00+00:00,2025-10-01 00:00:00+00:00,109.89,120.68,855.898509053697,0.09718909818909827,14,tp_2r,bear
sol,E2,2025-10-18 00:00:00+00:00,2025-10-23 00:00:00+00:00,114.37,106.2,-664.8419490421629,-0.07243481682259334,5,sl_atr_trail,flat
sol,E2,2025-11-06 00:00:00+00:00,2025-11-10 00:00:00+00:00,104.57,99.39,-408.76640225096,-0.05053619584967006,4,sl_atr_trail,bear
sol,E2,2025-11-11 00:00:00+00:00,2025-12-11 00:00:00+00:00,100.68,112.05,816.6800274392034,0.11193206197854588,30,tp_2r,bear
sol,E2,2026-01-14 00:00:00+00:00,2026-01-24 00:00:00+00:00,103.07,103.62,33.41661984454012,0.004336179295624355,10,sl_atr_trail,bear
sol,E2,2026-05-05 00:00:00+00:00,2026-05-15 00:00:00+00:00,86.27,89.19,241.5207622379739,0.03284722383215499,10,sl_atr_trail,bear
sol,E2,2026-06-14 00:00:00+00:00,2026-07-13 00:00:00+00:00,71.24,74.91,364.44361234395745,0.05051600224592934,29,sl_atr_trail,bear
sol,E3,2025-09-17 00:00:00+00:00,2025-10-01 00:00:00+00:00,109.89,120.68,922.8347845800353,0.09718909818909827,14,tp_2r,bear
sol,E3,2026-05-03 00:00:00+00:00,2026-05-10 00:00:00+00:00,83.91,96.44,1467.88472132894,0.1483266595161482,7,tp_2r,bear
sol,E4,2025-09-17 00:00:00+00:00,2025-10-26 00:00:00+00:00,109.89,101.78,-710.2548960096461,-0.07480107380107381,39,sl_fixed,bear
sol,E4,2026-05-03 00:00:00+00:00,2026-05-10 00:00:00+00:00,83.91,96.44,1237.995582837748,0.1483266595161482,7,tp_fixed,bear
sol,E5,2025-09-17 00:00:00+00:00,2025-10-06 00:00:00+00:00,109.89,112.06,178.00763925288933,0.018747019747019755,19,sl_chandelier,bear
sol,E5,2026-05-03 00:00:00+00:00,2026-05-16 00:00:00+00:00,83.91,86.51,275.5500545056489,0.029985579787867978,13,sl_chandelier,bear
sol,E7,2025-06-29 00:00:00+00:00,2025-07-14 00:00:00+00:00,123.18,131.35,620.2838740461111,0.06532570222438705,15,tp_bb_mid,bear
sol,E7,2025-09-08 00:00:00+00:00,2025-09-10 00:00:00+00:00,112.91,107.0,-512.5773948674848,-0.053342573731290366,2,sl_fixed,bear
sol,E7,2025-09-10 00:00:00+00:00,2025-09-20 00:00:00+00:00,107.0,117.61,848.3120647036477,0.09815887850467286,10,tp_bb_mid,bear
sol,E7,2025-10-23 00:00:00+00:00,2025-10-28 00:00:00+00:00,106.2,100.34,-506.4645138323074,-0.056178907721280646,5,sl_fixed,bear
sol,E7,2025-10-28 00:00:00+00:00,2025-11-12 00:00:00+00:00,100.34,101.86,114.37332889359175,0.014148495116603432,15,tp_bb_mid,bear
sol,E7,2026-01-03 00:00:00+00:00,2026-01-11 00:00:00+00:00,99.46,104.84,413.4882488483586,0.053092097325558085,8,tp_bb_mid,bear
sol,E7,2026-02-20 00:00:00+00:00,2026-03-06 00:00:00+00:00,97.67,92.1,-452.11031652453136,-0.058028770349134895,14,sl_fixed,bear
sol,E7,2026-04-09 00:00:00+00:00,2026-04-20 00:00:00+00:00,94.73,85.31,-700.3217677361516,-0.10044051514831631,11,sl_fixed,flat
sol,E7,2026-04-20 00:00:00+00:00,2026-05-06 00:00:00+00:00,85.31,89.15,262.2795590751533,0.04401230805298317,16,tp_bb_mid,bear
sol,E7,2026-06-02 00:00:00+00:00,2026-06-04 00:00:00+00:00,74.12,68.79,-430.9138788569584,-0.07291041554236366,2,sl_fixed,bear
sol,E7,2026-06-04 00:00:00+00:00,2026-06-05 00:00:00+00:00,68.79,63.62,-396.4475059105353,-0.07615627271405745,1,sl_fixed,bear
sol,E7,2026-06-05 00:00:00+00:00,2026-06-15 00:00:00+00:00,63.62,73.93,735.8924725721444,0.16105595724614907,10,tp_bb_mid,bear
sol,E8,2025-09-17 00:00:00+00:00,2025-10-06 00:00:00+00:00,109.89,112.06,178.00763925288933,0.018747019747019755,19,sl_atr_trail,bear
sol,E8,2026-03-10 00:00:00+00:00,2026-04-07 00:00:00+00:00,95.44,99.38,370.17259470287433,0.04028248113998323,28,sl_atr_trail,bear
sol,E8,2026-05-03 00:00:00+00:00,2026-05-10 00:00:00+00:00,83.91,96.44,1346.9920442851187,0.1483266595161482,7,indicator_oppose,bear
sol,E8,2026-06-14 00:00:00+00:00,2026-07-03 00:00:00+00:00,71.24,82.28,1525.1484606562574,0.15396911847276817,19,indicator_oppose,bear
link,BH,2025-05-20 00:00:00+00:00,2026-07-30 00:00:00+00:00,15.705,8.459,-4390.430079672079,-0.4623817255651067,436,eod_flatten,bull
link,A6,2025-11-21 00:00:00+00:00,2025-12-03 00:00:00+00:00,12.11,14.639,1973.4516740297274,0.2078356729975227,12,indicator_oppose,bear
link,A6,2026-01-31 00:00:00+00:00,2026-02-25 00:00:00+00:00,9.98,9.269,-786.9652394707877,-0.0722424849699399,25,indicator_oppose,bear
link,A6,2026-06-02 00:00:00+00:00,2026-07-15 00:00:00+00:00,8.362,8.534,187.90070791452314,0.019569241808179982,43,indicator_oppose,bear
link,E0,2025-11-25 00:00:00+00:00,2025-12-03 00:00:00+00:00,13.077,14.639,1124.6777636881543,0.11844635619790467,8,indicator_oppose,bear
link,E0,2026-07-01 00:00:00+00:00,2026-07-05 00:00:00+00:00,7.352,8.054,953.143266770486,0.09448422198041351,4,indicator_oppose,bear
link,E1,2025-06-10 00:00:00+00:00,2025-06-13 00:00:00+00:00,15.448,13.453,-1235.7396667529788,-0.13014293112377018,3,sl_atr_trail,bear
link,E1,2025-06-25 00:00:00+00:00,2025-07-28 00:00:00+00:00,13.144,18.117,2961.3108966672003,0.37734753499695695,33,indicator_oppose,bear
link,E1,2025-08-08 00:00:00+00:00,2025-08-25 00:00:00+00:00,19.894,23.393,1795.2956174362264,0.17488217553031082,17,indicator_oppose,bull
link,E1,2025-09-12 00:00:00+00:00,2025-09-15 00:00:00+00:00,25.147,23.567,-731.2604114961523,-0.06383055632878665,3,indicator_oppose,flat
link,E1,2025-10-02 00:00:00+00:00,2025-10-10 00:00:00+00:00,22.791,17.372,-2432.927862139823,-0.23876929489710852,8,sl_atr_trail,flat
link,E1,2025-10-24 00:00:00+00:00,2025-11-03 00:00:00+00:00,17.893,15.243,-1099.0353017118302,-0.149102609959202,10,sl_atr_trail,bear
link,E1,2025-11-10 00:00:00+00:00,2025-11-14 00:00:00+00:00,16.36,13.799,-938.846672800568,-0.1575403422982885,4,indicator_oppose,flat
link,E1,2025-11-25 00:00:00+00:00,2025-12-16 00:00:00+00:00,13.077,12.928,-59.124797994933765,-0.012394050623231512,21,indicator_oppose,bear
link,E1,2025-12-28 00:00:00+00:00,2026-01-19 00:00:00+00:00,12.483,12.876,136.43441081256157,0.030482816630617582,22,sl_atr_trail,flat
link,E1,2026-02-14 00:00:00+00:00,2026-03-21 00:00:00+00:00,9.086,8.829,-128.31260387758465,-0.029285274047985865,35,sl_atr_trail,bear
link,E1,2026-03-25 00:00:00+00:00,2026-03-26 00:00:00+00:00,9.375,8.911,-204.0243740533138,-0.05049333333333339,1,indicator_oppose,bull
link,E1,2026-04-06 00:00:00+00:00,2026-04-28 00:00:00+00:00,8.8,9.238,177.77448246234673,0.04877272727272708,22,indicator_oppose,flat
link,E1,2026-05-05 00:00:00+00:00,2026-05-16 00:00:00+00:00,9.764,9.713,-22.59932429016995,-0.006223269151986898,11,sl_atr_trail,bull
link,E1,2026-06-14 00:00:00+00:00,2026-06-24 00:00:00+00:00,8.18,7.416,-323.63608225944006,-0.09439853300733492,10,sl_atr_trail,bear
link,E1,2026-07-01 00:00:00+00:00,2026-07-29 00:00:00+00:00,7.352,8.326,387.84676019891737,0.13148095756256806,28,indicator_oppose,bear
link,E2,2025-06-27 00:00:00+00:00,2025-07-16 00:00:00+00:00,13.056,16.683,2628.316618106618,0.27680330882352944,19,tp_2r,bear
link,E2,2025-10-24 00:00:00+00:00,2025-11-03 00:00:00+00:00,17.893,15.243,-1716.8994437872527,-0.149102609959202,10,sl_atr_trail,bear
link,E2,2025-11-10 00:00:00+00:00,2025-11-16 00:00:00+00:00,16.36,13.724,-1509.3337196541752,-0.1621246943765281,6,sl_atr_trail,flat
link,E2,2025-11-25 00:00:00+00:00,2025-12-17 00:00:00+00:00,13.077,12.262,-469.3375640412233,-0.06332316280492467,22,sl_atr_trail,bear
link,E2,2025-12-30 00:00:00+00:00,2026-01-19 00:00:00+00:00,12.406,12.876,243.28405797152166,0.036884894405932456,20,sl_atr_trail,flat
link,E2,2026-02-14 00:00:00+00:00,2026-03-21 00:00:00+00:00,9.086,8.829,-190.26232195469845,-0.029285274047985865,35,sl_atr_trail,bear
link,E2,2026-06-14 00:00:00+00:00,2026-06-24 00:00:00+00:00,8.18,7.416,-565.583500975143,-0.09439853300733492,10,sl_atr_trail,bear
